tweet_id,clean_text,brand_reply_text,silver_intent
899916,Keeps saying cant play current song then does and keeps sticking when making playlists. Pretty anoying ?,"@333636 Hi, help's arrived! What devices is this happening on? Let us know how you get on /JQ",playback_issue
899963,Since last update I cant connect to my Sync and I cant  change songs using my apple headphones! I’m about to delete my premium,"@333648 Hey there! What device and Spotify version are you rocking? Also, are your headphones wired or Bluetooth? We'll see what we can suggest /BH",premium_billing
900911,"Don't get me wrong, I love this song, but having it once would probably be enough https://t.co/RCQG6WggAw","@333863 Hi Jordi, thanks for the feedback! No worries, we'll get this passed on to the right folks. Anything else, let us know /NY",playback_issue
902383,since the latest iOS update I cannot control the music from my home screen or any Bluetooth device on my 7plus ideas?,@334231 Hey! Can you let us know your exact Spotify version? We'll see what we can suggest /MG,device_platform
902390,hello is there a reason why I don't see every single new song /album come out?,"@334232 Hey, we do our best! But sometimes agreements are ongoing, or can't be reached with the content provider /RB",playback_issue
902418,also sometimes only plays one song and then stops and pauses in between the song. Ive tried updated it twice and still wont work.,"@334234 Hey, that doesn't sound good! Did the app crash at any point during the 30 minutes? That can cause the ad-free time to reset /RB",playback_issue
902977,"Most of the music plays, it is just the ones I really want to listen that don't play",@307331 Thanks for the heads-up. Does logging out &gt; restarting your devices &gt; logging back in help at all? Keep us posted /MT,playback_issue
902980,"hey guys, why i cant play song that are not blacked out on the app?  I had the same problem trying to play songs by Queen","@307331 Hey! Don’t worry, we can help. Can you let us know the device/OS you’re using? We'll see what we can suggest /MX",playback_issue
903246,"Just moved lots of music from Groove. Can see all albums/artists/ songs in app, but no artists/albums in web player. Why? https://t.co/cP7ZY8QDEa","@334433 Hi, help's here. Can you try logging out and back in? If that doesn't work, we'd recommend using a different browser. Keep us posted /AK",device_platform
904060,Hi can you help with a subscription query please?,"@334624 Hey there, help's here. Can you let us know what's happening over DM? We'll check this out /AC https://t.co/ldFdZRiNAt",premium_billing
905293,When is Spotify going to fix the preview song function?,@334917 Hey Jason! We have more info about this here: https://t.co/pXBCq8GlsI. Give us a shout if you have any questions /RA,playback_issue
905308,Can't connect Spotify and Hulu. I get an error saying they're having trouble authorizing my account with Spotify,"@334920 Hey, help's here! Could you contact Hulu's customer support here: https://t.co/qBTRuN9PJO so they can check on their end? Keep us posted /JQ",account_login
905402,I can't play any @1721 repertoire on @115888 in the UK.,@334941 Hey! Can you give us a bit more info on what happens when you try listening to her tracks? We'll do our best to help /CB,playback_issue
905656,help! I have a issue on premium where some music can’t be played-I get the notification that songs can’t be played. :(,@335002 Hey Scott! That's not cool. Does logging out &gt; restarting the device &gt; logging back in help? Keep us posted /MX,premium_billing
906512,Hi @115888  When will you launch spotify in apple tv?,"@335238 Hey there! We don't have any updates on this yet. Don't worry, we'll let our devs know this is something you'd like to see /GK",device_platform
906927,Spotify needs to stop playing edited songs. Should be some flag to filter those out @spotifycares,"@234707 Hi Tyler, help's here. Can you give us more info on what's exactly happening? We'll take a look /AC",playback_issue
907453,are you aware of any crashing issues on Android? The app has crashed 3 times now on my Pixel running Android 8.0,@335487 Hi Matt! That's odd. Can you check if restarting your device helps? Keep us posted /MU,device_platform
907618,I’m no longer on Facebook and cannot log in but also cannot create a new account as it says my email already registered,@312885 Hey there! Can you fire over your account's email address via DM? We'll see what we can do to help /JM https://t.co/ldFdZRiNAt,account_login
907625,Any idea when is there going to be one for Android? :),"@335528 Hi Gareth! We don't have an exact date right now, but an Android version of the app should be coming soon 🙂 /T",device_platform
907647,"Hi My username is ""mauromila"", my son ""__email__"" can not acced by his cell Nexus5 after a sistem updat.","@335532 Hi, we're happy to help! We've just replied to your DM. Let's continue chatting there /GT",account_login
907650,"hiya, i need to get into a artist account - Hello Skinny - but we have lost all membership details - how can I log in? thanks!","@335534 Hey Daymé! Have you registered with Spotify for Artists yet? If not, you can do so here: https://t.co/VXCRMeVz4o 🙂 /T",account_login
907658,"it's never happened to me where I can see the tracks but not play them, though. I've seen tracks disappear before (2/2)",@335535 Thanks for the info. Are you receiving any errors when trying to play the tracks? How do things look on your end? /TB,playback_issue
907663,hi! I'm in Canada and can't play ANY of @335536's music. I can see all of her songs but can't play. I'm dying. pls help.,"@335535 Hey there! We’d love to have all of their stuff available, but we have some info about content here: https://t.co/0i8GpimuDa /TB",playback_issue
908408,i canclld my acct n need to know how or what to do to get a refund on the payment taken out of acct today,"@335736 Hi there, we've replied to your DM! We'll continue assisting you there 🙂 /DQ",premium_billing
909990,"Boards of Canada's, The Campfire Headphase on #Spotify is missing the track Macquarie Ridge, could you fix this please #BOC https://t.co/JeEB4VRLnE","@336151 Hey Dave! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /LO",playback_issue
910798,i wish spotify premium for students can be paid by load,"@336313 Hey Ange! Thanks for the feedback. Don't worry, we'll let the right team know it's something you'd like to use in the future /JN",premium_billing
910872,You've got some weird ducking limiter thing on Android and it sounds SHIIIIT! Please fix this.,@280611 Hey Stoph! Can you send us a bit more info about the issue? A screenshot will come in handy too. We'll see what we can suggest /MC,device_platform
911632,WHY DID YOUR TEAM CHANGE THE UPDATE?! @SpotifyCares Why aren't we allowed to press hold on a song for a preview anymore??,@336517 Hey! We have more info about this here: https://t.co/pXBCq8GlsI. Give us a shout if you have any questions /K,playback_issue
912215,"My email had been changed to rifly2@yopmail, and i can't access into my account",@336636 We've just sent you a bit more info over DM. We'll carry on helping out there 🙂 /CG,account_login
912579,please stop playing creepy Halloween movie ads while I’m in the gym by myself at 1am thanks,"@336718 Sorry, we didn't mean to scare you! We'll pass your feedback on to our Ads team. For anything else, you know where to reach us /DR",playback_issue
912944,Perhaps @SpotifyCares can help with this. Changed password to everything but nothing works!  Sent DM. https://t.co/Wp6AGkzn8o,@336803 Hey Alex! We've sent a reply to your DM. Let's carry on chatting there /LP,account_login
912966,"+ cuz can't afford the standard price for your Premium 😭 i'm just a NEW employee in the work society, can I still be considered a student?😩😟",@336812 Hi Caila! We're afraid that it's only for university/college students. More info here: https://t.co/8389kI2YKo. Hope this helps /MU,premium_billing
912976,Hook me up with premium I’m switching back to Spotify because @129941 just ripped me off help a girl out,@336815 Hi there! You could subscribe to Premium here: https://t.co/08kG2GBNp5. Hope this helps /MU,premium_billing
912978,I need that 3 months of premium for $1 to start rolling out again,"@336816 Hi there! We don't have any info about this, but we'll pass this on to the right folks. Anything else, let us know /NY",premium_billing
912988,I've been finding difficulties signing up with both my Facebook or Email.  Feedback; oop  something went wrong for hr,@336818 Hi there! What country are you currently in? We'll see what we can suggest /ST,account_login
913386,i'm finally able to play frank ocean again after 30 mysterious hours where spotify would not let me! never thought i'd miss him so much,@336916 Awesome! Let us know if you ever need us again. We'd be... https://t.co/LgAM6ky9Vv /DR,playback_issue
914898,"since  i can not share a few seconds of music i'd like to share whit my friends, i quit my subscription. Thanks anyway.",@337258 Hi Eulalio! Sorry to hear that. We'd love to help out. Can you give us more details on what's happening exactly? /MU,premium_billing
915358,how come I can’t get any @20323 songs to play on Spotify?? 😭😭😭,"@337343 2: If so, can you send us a screenshot of it? That'll be really helpful /AG",playback_issue
915461,"Yo @115888 it's super dope that your cast options include cast to pc. Seriously necessary feature, Makes the experience seemless https://t.co/kl64boP11R","@337368 Hi there! Thanks for the feedback. No worries, we'll be sure the right folks know about this. Anything else, let us know /NY",device_platform
916052,"And at that point, I erased every trace of Spotify off of my PC with RevoUninstaller to be extra safe",@337498 Alright. Can you try out the steps for error code 17 at https://t.co/UAvrtG4zpB? Did it help fixx the issue? /NY,device_platform
907627,Android next week right? https://t.co/RkRsHKoJ94,"@337787 Hi! We don't have an exact timeline yet, but you can expect an Android version of the app soon 😉 /T",device_platform
918050,"Hey @115888, pls make it easy to play a new album. If I choose a new album, I want it to play now. Spotify via Sonis is sooo much better","@337946 Hey Kristian, thanks for the feedback! Don't worry, we'll let the right team know it's something you'd like to do in the future 🙂 /JN",playback_issue
918621,what’s going on with IOS 11 and the music widget in the control centre? Spotify is not showing when music is being played?,@338084 Hey Aaron! That's not cool. Does logging out &gt; restarting the device &gt; logging back in help? Keep us posted /RV,device_platform
919002,merhabalar ben Premium üyelik aldım velakin para çekilmesine rağmen üyeliğim tanımlanmadı yardımcı olursanız,"@338162 Hi Mehmet! We can help out in English via Twitter, but we also have Turkish support via email at https://t.co/ZgU70TbP8M /MU",premium_billing
920587,Why does the German podcast “fest und flauschig” refuse to play on spotify connect?,"@338520 Hi there! Can you let us know the device, operating system, and Spotify version you're using? We'll see what we can suggest /NY",playback_issue
920604,I need help setting my account back to US,@338525 Hi Logan! We've sent a reply to your DM. Let's carry on chatting there /LP,account_login
921048,Her ay aynı sorun. Premium aile üyeliğimi yenilemeye çalışıyorum kartımı kabul etmiyor sisteminiz.,"@338645 Hey Metin! We can help out in English via Twitter, but we also have Turkish support via email at https://t.co/ZgU70TbP8M /AU",premium_billing
921567,It seems to me very bad that @115888 doesn't allow me to access the discount for STUDENTS by going to the HS instead of to the university.,"@338769 Hi! We're afraid we don't have a high school student discount, but you can support the idea here: https://t.co/B79Dww7rFK /BP",account_login
921577,I have a problem with my family plan,@338771 Hey! We've just replied to your DM. We'll carry on helping out there /MU,premium_billing
922853,"somethings up with Premium Family, I can’t seem to join ?","@339070 Hey there, sorry for the delay! We've just replied to your DM. We'll carry on helping there /JX",premium_billing
925107,"I love @115888, but I wish you could skip/remove specific ads. I'm so tired of the pathetically gendered ""Krud Kutter"" ads for manly men.",@339527 Hey Jay! You can show your support for ads that are better suited to you by voting here: https://t.co/K6XELyTf62 /TF,playback_issue
925390,Why the hell am I paying for @115888  if there's a track limit on downloads?,@339604 2: suggest showing your support for removing the limit by voting for the idea here: https://t.co/Z9OErWpTNz /AU,playback_issue
925789,it would let me load up spotify on xbox,@339683 Hey there! What exactly is going on with your Spotify? We'll see what we can suggest. /BH,device_platform
925935,"I have already done that and no one has gotten in touch with me. Like I said, I won't receive emails in the hacked account","@339707 Thanks for letting us know. We'd suggest contacting our Support team directly at https://t.co/ZgU70TbP8M. Any questions, give us a shout /GN",account_login
926499,@ work using @9242 &amp; every time ad plays there's no sound &amp; have to refresh pg multiple times to get to play again :(,"@339841 Hey Catie, that doesn't sound right! Can you try using an incognito/private browser? Any better? /JP",playback_issue
926723,my spotify premium ended i need to buy another card for 3 months asap,@339893 Hey there! You can buy gift cards here: https://t.co/gxgQFmllsC. We'll be right here if you have any questions 🙂 /DB,premium_billing
926725,"mau bayar premium pakai pulsa ko pin pulsa ga muncul2 ditunggu,gimana mo bayar,saya pakai operator indosat,sering bgt tp bgini","@339894 Hey! We can help out in English via Twitter, but we also have Indonesian support via email at https://t.co/ZgU70TbP8M /QI",premium_billing
926939,Trying to get artist verification so I can get on some playlists #prettyplease! Check them out! https://t.co/K7WUdMjqyR,@189071 Hi Jeremy! There's more info on this here: https://t.co/aR6VNZNfsw. We hope this helps 🙂 /LP,account_login
927663,whats up with the iOS app deleting my saved music every 2-3 weeks? I love paying to re download music all the time https://t.co/Rx35ZoJF2L,@340101 Hi Sam! We'd suggest checking out the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF. They should help /ME,device_platform
276538,What if I already have @115940 and want to combine do I have to create a whole new account?! 😤,@340392 Hey Peyton! You can link your Hulu account to your Spotify student discount at https://t.co/cnaaFIwigZ. Just head to Activate Hulu /BH,account_login
929699,Typo in this song title: https://t.co/QJaxtdlFxy,@340579 Hi there! Thanks for the heads up. We'll get this reported. Great detective work. https://t.co/LpsmyUtme0 /AU,playback_issue
930000,"Hi, I'm getting ""this song is not available..."" on lots and lots of songs that have previously been and should be available..?","@127172 Hey Sean, we're here to help! Can you let us know the device/OS you’re using? Also, are you receiving any error messages? Keep us posted /TB",playback_issue
932118,spent £15 making a family plan and received a message that you is experiencing issues will i get a refund in the meanwhile?,@341108 Hey Aaliyah! We've just sent a DM your way. Let's carry on chatting there /AN,premium_billing
932120,"Hey, @115888 why don't you stream more mixtapes? The more popular mixtape y'all stream is Bobby Tarantino.... Where's Acid Rap &amp; WTF? Help","@341109 Hey there, great question! We’ve got some info about mixtapes here: https://t.co/MEjmIRL2eB /TB",playback_issue
932752,"I did ""Forgot Password"" but it said Spotify doesn't know my email",@341253 We'd suggest deleting your tweet with your email address and username for security. Can you send it through DM? /JN https://t.co/ldFdZRiNAt,account_login
932751,tolong dibantu saya tidak bisa log in ke akun saya auliafarefa. Sudah pake fitur lupa password tapi email tidak masuk,"@341253 Hey Aulia! We can help out in English via Twitter, but we also have Indonesian support via email at https://t.co/ZgU70TbP8M /JN",account_login
933341,"hi, just wondering, I have regular premium, but you guys put an offer for students and I would like to change to that one",@341381 Hi there! Can you fire over your account's email address via DM? We'll see what we can suggest /NY https://t.co/ldFdZRiNAt,premium_billing
933809,I am consistently reminded of how awful @115888's shuffle is... clumps songs by the same artist together without fail.,@341516 Hi Ryan! We’ve made some changes to our shuffle algorithm. We’d love to hear your feedback here: https://t.co/T3vZnSL3od /RK,playback_issue
935754,ok @115888 where is the original Nick Nonas - Jealous song,@341845 Hey Jose! Is this what you're looking for: https://t.co/1mBciOK9ak? 😁 /NS,playback_issue
936220,Hey guys! I have an artist account and there's another artist being linked with my user. How should we procceed?.,@341955 Hey there! We’d recommend reaching out to your distributor. They'll work with our team to make sure your artist page gets fixed up 🙂 /CG,account_login
937019,is there a way to show that I don't like a particular song? Several tracks winding up on my discover weekly over and over.,"@342131 Hi! To keep Discover Weekly fresh, keep listening to more of your favorite tunes. This will mix things up /YM",playback_issue
937562,is there no way for my payment to be a direct debit rather than monthly subscription?,"@342254 Hey there! Just to check, did you want to pay one month at a time rather than a monthly subscription? Keep us posted /DF",premium_billing
937568,why me getting charged twice 😒😒,"@342255 Hey Luke! We just replied to your DM with more info. Check it out, we'll continue helping you there /BH",premium_billing
937706,"Hey @115888 when I try to share a song from mobile, the app crashes. Are you aware of a widespread issue?","@342279 Hey Jim, help's here! Can you let us know the make/model of your device, as well as the OS and Spotify version? We'll take a look /RV",playback_issue
938278,"Now, I have a error code:2 (Service is temporaly unavailable) is this correct?","@342425 Hey Gerardo! Help's here. Can you let us know what device, operating system, and version of Spotify you're using? We'll check backstage /AN",app_technical
938287,i want to have a refund bcuz i have a debt of 400$ from yall and its only been a month,@342427 Hey Lauriane! We've just sent you a bit more info over DM. We'll carry on helping out there /DD,premium_billing
939990,have you ever considered integrating a review system for albums/songs for premium users,"@342830 Hey, this sounds like a great idea! Suggest it in our Community at https://t.co/rtDvYZOF32 and get support from other users /BX",premium_billing
941231,"The current update deleted all my songs and shows my own songs as available but they do not play. Super frustrating, few friends have been suggesting other apps, seriously considering after this. @SpotifyCares",@343137 Hey there! That's not cool. Does logging out &gt; restarting the device &gt; logging back in help? Keep us posted /CG,playback_issue
941573,"UI idea: don't play next song that came up in a title search after my selection, v low chance I like it, play ""similar"" instead https://t.co/iQqOTF0NgH","@343217 Hey Ashley, nice idea! It's definitely something for the team to consider, and we'll make sure it reaches them 🙂 /KC",playback_issue
944597,AND when you give a song a thumbs down it dissappear so you can't undo it.,@343979 We hear you! Your feedback has been noted and passed onto the team 👊🏼 /KL,playback_issue
944974,"someone changed the email on my account. I mailed on the account, could you look at it?",@344068 Hi there. We're sorry to hear that. We suggest filling up the contact form found in the 2nd step at https://t.co/QHn3ok8y2n /LM,account_login
944978,why is every song skipping and constantly crashing when played on my laptop ? 😣😣,"@344069 Hi Shannon, help's here! Can you let us know the device, OS, and Spotify version you're using? We'll see what we can suggest /BM",playback_issue
946747,"When my EQ is on, my music always cracks when a song starts. Is there a fix? Thanks",@344505 Hey there! Could you let us know what device/OS you're using? We'll see what we can suggest /DF,playback_issue
949769,Really great to see the new @125633 iOS app doing it's work in real-time - a great addition to it's data insights suite! https://t.co/lA8DNkBqiU,"@345260 Hi there, thanks for the feedback! If you ever have any questions or need help, we're always just a tweet away /BB",device_platform
950138,hello can u add button where u can play any random song from all songs in spotify with like shuffle omg that would be so cool,"@345352 Hey there, we can see how that’d be useful! You can vote for the official idea here: https://t.co/4AnYWCNAi4 /TB",playback_issue
950422,After revoking the access for Sonos the speakers still show up in Connect + are actually usable (Sonos access gets reinstated),@345428 Hey Benjamin! Can you try logging out from your Sonos device? Let us know how it goes /PL,account_login
950428,I keep getting 'Can't play the current song'?,"@345430 Hey, help's here! Can you let us know the device, operating system, and Spotify version you're using? We'll see what we can suggest /RS",playback_issue
951087,Spotify literally sucks rn wtf they won’t respond to why they deleted my account,@258543 Hey Nicole! Sorry for the delay. We've just sent a DM your way. Let's carry on chatting there /CO,account_login
952677,is there a way to remove an block devices from accessing my account because someone has connected there device to my account,@346030 Hey there! We’re sorry to hear that. Check out https://t.co/QHn3ok8y2n for what to do next /BH,account_login
953277,"Hey! :) I click File, Import Playlists, iTunes,but nothing happens. I’ve tried a few times. Using Spotify on Windows 10.","@214488 Hey there! Just to check, are you trying to transfer your iTunes playlists to Spotify? /LM",device_platform
954621,can we get the hold down the song for a preview feature back 😭,@346512 Hey! We have more info about this here: https://t.co/pXBCq8GlsI. Give us a shout if you have any questions /RE,playback_issue
956457,you need to make it possible to change the username,@346944 We hear you 🎧 Rest assured your feedback will be passed on to the right folks /DF,account_login
956468,I've just tried to sign up for a free trial and you've charged me for a year. I need this cancelled ASAP!,@346947 @115888 Hey Polly! We've just sent a DM your way. Let's carry on chatting there 🙂 /MA,premium_billing
956472,update your app for the new iOS update so I can use all my airpods functions gracias,@346948 Hey there! Could you tell us what functions are missing? Keep us posted /DF,device_platform
958928,Umm...has anyone else noticed that @115888 has disappeared as an @1647 smart TV app? Any reason why?,@347523 Hey Vicky! Could you send us your TV's model? We'll see what we can suggest /BH,device_platform
959417,bjr je peut rien changer dans mes config alors que je suis premium c'est normal ? https://t.co/FWEgs8mq5y,"@347631 Hey there! We can help out in English via Twitter, but we also have French support via email at https://t.co/ZgU70TbP8M 🙂 /GN",premium_billing
960084,why won’t you let me tap on a song to play it and @118721 why do you never put up music on time,"@347808 Hey Caity, that doesn't sound right. What device, operating system, and Spotify version are you using? We'll check backstage /JE",playback_issue
960096,I have a Galaxy s8 and Windows 10 on my desktop.,"@347811 Hey Gary, help's here! Do you get any error messages? If so, a screenshot will be handy. We'll see what we can suggest /CO",device_platform
960776,Quite annoying how the @115888 app keeps forgetting the login. What's an app for if not convenient?,"@347999 Hey Iñigo. Don't worry, help's here. Can you tell us what device, operating system, and app version you're using? /JU",account_login
961507,Yep. So I believe it's Nougat 7.1.1. Spotify is the latest pushed version from Google Play.,"@348166 Cool, thanks. Looks like you got back to us in a public tweet. We'll follow up with more via DM and continue our investigation! /J",playback_issue
961773,"your app is tweaking tf out, I can't play anything no more. Fix it bro😤","@348224 Hey there! Can you let us know which device and operating system you're using? Also, is this happening over WiFi or 3G/4G? /NQ",playback_issue
962264,"Why isn't @118408 's older music on Spotify 😡 bought premium for no reason now @115888 I need Monte, Boy Bandz, and #mood 😐😤","@348335 Hey Megan! We’d love to have all the music in the world, but we have some info about content here: https://t.co/0i8GpimuDa /JP",premium_billing
962273,Music will play on app but not on desktop? Help?,"@348337 Hey Ryan, help's here! Could you let us know your device's make/model, operating system, and Spotify version? We'll check things out /GU",playback_issue
962707,Ok one more: free delta WiFi allows messaging only. I could copy a track url for sharing but sharing is grayed out. Wish I could somehow.,@348448 2: Community page and get support from other users here: https://t.co/rtDvYZOF32 /DB,playback_issue
962713,what’s up with songs in my playlist not playing &amp; playing random songs when I hit shuffle playlist? Like I don’t want orchestra....,"@348449 Hi there. Can you tell us what device, operating system, and exact app version you're using? We'll see what we can suggest /JU",playback_issue
962779,"hey guys, how come when i play music off my laptop this static sound increases until i can't hear the original music https://t.co/HpOYFJavRj","@348463 Hey Kevin, that doesn't sound good. Just to check, is it happening to any track? What Mac OS and Spotify version are you using? /RK",playback_issue
963019,to sign up for spotify student do I have to use my email for college or can I sign up using my gmail?,@348536 Hey! You can use your preferred email address to subscribe to the student discount. More info about it here: https://t.co/WxWVAhamEi 🙂 /CH,account_login
963311,Uhh @115888 @SpotifyCares   why the fuck do i get the same 50 or so songs in a 1000 song playlist,"@348608 Hey, we're here to help! To clarify, does this happen when you're using Shuffle with Connect? /YM",playback_issue
963496,"Hey @115888 , STOP PLAYING ONE ADVERTISMENT SO LOW AND THEN THE NEXT ONE LOUD ENOUGH TO SHAKE DOWN A BUILDING. Thank you, sincerely lucas",@348666 Hi Lucas. Thanks for the feedback – we appreciate it. We’ll get this passed onto the right team /QI,playback_issue
963737,"Why does the @115888 mac desktop app take so long to load? I pulled up the web player in seconds, while the desktop app had been loading an artist page for a min +","@348739 Hey, help's here! Can you fire over the OS X and Spotify versions you're using? We'll see what we can suggest /JS",device_platform
963744,I have paid for Spotify premium but I am still a free member. Help please.,@348741 @117153 Hi Chris! We've just sent you a bit more info over DM. We'll carry on helping out there /AU,premium_billing
963754,I would like to thank James for his excellent customer service and restoring my hacked account. And all within 24 hours .,"@348744 Hey, thanks for the kind words! We'll make sure this gets passe on. We'll be right here if there's anything else we can help with 👍 /DB",account_login
964093,"glitch on either a) database level (user libraries), or b) backend level. I couldn't get your customer support rep to escalate it. :-\",@348832 Sorry to hear about that. Can you let us know your account's email address or username via DM? We'll take a look backstage /JE https://t.co/ldFdZRiNAt,app_technical
964092,Ok @115888 - you can stop putting Finnish hiphop into my Discover Weekly now. Thanks. https://t.co/tbBpiqm6pL,"@348832 2: Thanks for sharing your thoughts, we'll pass it on to the relevant folks 🙂 /SY",playback_issue
964412,need help with family account showing one user as free. Can you help? Can’t get to work.,"@348907 Hey! We just replied to your DM with more info. Check it out, we'll continue helping you there 🙂 /BH",account_login
965411,See if you ever want to make an IOS app that works? That’d be great.,"@349085 Hey, help's here! What’s happening exactly? Can you let us know the device, iOS and Spotify version you’re using? /YM",device_platform
965864,since when did “30 Mins of free music” mean play and add instantly after then again after two songs?,"@349212 Hey, that doesn't sound good! Did the app crash at any point during the 30 minutes? That can cause the ad-free time to reset /RA",playback_issue
966448,"Me unable to play the new @35357 album on @115888 all week, while everyone's playing and reviewing the leak of #Colors... https://t.co/NljDwdkdxW","@349366 Hey, we’ll have it available to you as soon as it’s available to us! https://t.co/0i8GpimuDa /JM",playback_issue
967255,"My app stopped playing in the middle of a song and I haven't been able to play anything for 10min. Restarted phone, nothing. ☹️","@349577 Hey! What device, operating system, and Spotify version are you using? We'll see what we can suggest /CB",playback_issue
968730,My account was hacked and now I can;t log in. Please help! I use Spotify everyday!,"@349963 Hey Katelyn, we’re sorry to hear that. Check out https://t.co/QHn3ok8y2n for what to do next /TF",account_login
968803,will the Xbox app ever have genius lyrics compatibility?,"@349984 Hey there! We don't have any info on this right now, but we'll let the right team know it's something you'd like to see /NQ",device_platform
968815,"hi, my last fm won't work on my spotify mobile, it says wrong uname/password. While It works just fine on desktop. Can u help?",@296952 Hey! Can you change your Last.fm password and give it another try? Let us know how you get on /YM,account_login
969325,First of all @115888 hella wrong for this mess up. Nobody knows this track with Ashanti?! WHERES TAMIA??? These notes are struggly AF 😣 https://t.co/ALxog20MEE,"@350084 Hey there! The cavalry's here. Just to check, are you referring to this track: https://t.co/i6Edg08sdF? /KB",playback_issue
969370,"currently having problems with my Spotify Premium, I know for a fact my payment on October 2nd went through.. :(",@350091 Hi Chloe! We've just sent you a bit more info over DM. We'll carry on helping out there /TC,premium_billing
970682,"hey my app just updated and lots of my music is now listed as ""not available"" when I try to play it.",@350327 Hi Matt! Help's here. Can you let us know which devices this is happening with? We'll be waiting for your reply /MG,playback_issue
970856,Does your web player ever work or are you just trying to be quirky?,@350358 Hey Tiana! Can you let us know which web browser you're using? We'll be right here waiting /KL,device_platform
971354,Hey I can’t listen this song💔💔😢😢😢 @350462  what happen? @115888 @SpotifyCares https://t.co/6rMamPfY3a,"@350461 Hi Josue! That doesn't sound good. What Spotify version are you using? Is this happening to a specific song, album, or artist only? /AU",playback_issue
971358,"hello! I want to start a family account for myself and my parents/sister.. only I live in the UK and they NZ, is this allowed?",@350463 Hi Rick! We're afraid all members of a Premium for Family plan must reside at the same physical address: https://t.co/1XJ4A5XZ9O /RE,account_login
972347,Please add sleep timer function in Spotify app for Android. Thanks.,@350645 Hi Charles! A sleep timer is a great idea. Help make it happen by adding support here: https://t.co/pMmX7wXq24 /PI,device_platform
973035,.@115888 STOP SENDING ME THESE ADS! I'M NOT A STUDENT! If I could get this I could afford your service you have my fb you know how old i am https://t.co/B8B0RiDY6L,@350771 Hi Jam! You can show your support for ads that are better suited to you by voting here: https://t.co/K6XELyTf62 /MU,playback_issue
973433,guys fix your stuff unable to play any off the albums from kendrick lamar on both my computer or smartphone.. All other song are ok,"@350865 Hey Jeremy, help's here! Best thing to try here is a reinstall. Just follow the steps at https://t.co/3FU57oyTNJ /PX",playback_issue
974185,"My friends and I keep travelling although we are in same place, how can I use family plan ? how does the enrollment work ?",@351022 2: You can head here: https://t.co/LESfq9LesY to upgrade. Be sure to use the address where you're permanently residing when you upgrade /JC,premium_billing
974208,"I realize they're sort of a competitor, but your terrible support for Chromecast is making me use the service less and less.",@351023 Hey there! Could you tell us what's happening exactly? We'd love to help out /GU,device_platform
974531,I definitely need to contact you. A number or email would be nice.,"@351107 Hey We don't offer phone support at this time, but we've just sent a DM your way. Let's carry on chatting there /NQ",account_login
974977,guuuuuuys! The latest android update seems to have bricked the Share functionality! On Android 8.0,"@351216 Hey Marc, help's here! Can you let us know your device's model and Spotify version? /JP",device_platform
975884,"It works fine for a while, but then quits and won't restart. I have tried refreshing the page, logging out &amp; in again, and clearing my cache",@351439 Got it. Can you fire over your account's email address and username in a DM? We'll take a look under the hood /TF https://t.co/ldFdZRiNAt,app_technical
975908,"Why the f@ck is @115888 making it so difficult for me to upgrade my account in-app?!?! Take my money, stupid idiots!!! What's the problem?!","@351445 Hey Martin! Still struggling? If so, let us know and we'll help out. Just send over a DM 🙂 /J",account_login
976814,finally reset my password and signed out everywhere. hopefully this stops now.,"@351675 Thanks for letting us know. If it happens again, we'd recommend getting in touch with us here: https://t.co/EQsHGd5NCy /NQ",account_login
976811,this is what pops up when it happens. now that I think about it this looks like someone has accessed my account :( https://t.co/RcDG9V1jn5,"@351675 Hey, we’re sorry to hear that. Check out https://t.co/QHn3ok8y2n for what to do next /NQ",account_login
978490,"So, is there an actual shuffle function that is random? Pure random is what i need, for without i can't have a mix that is mixed.","@352064 Hi Gustav! The cavalry's here. Just to check, are you using Spotify Connect when shuffling playlists? /AU",playback_issue
979100,"min mau tanya, utk pembayaran premium via Doku payment udh gbisa ya?dialfamart/midi udh 5x pindah gada yg bisa. Help.thx","@352198 Hey! We can help out in English via Twitter, but we also have Indonesian support via email at https://t.co/ZgU70TbP8M /NQ",premium_billing
979102,wtf happened to my spotify. i already downloaded this song list and now suddenly i have zero downloaded songs?! seriously?!,@352199 2: They should help with this. We're here for you if there's anything else you'd like us to check out /YM,playback_issue
979334,This option should be enabled by default for premium customers using desktop clients. https://t.co/Ve61mn5vcW,@352253 Hey Glenn! Nice idea. It's definitely something for the team to consider and we'll make sure it reaches them /GU,premium_billing
979459,I think I may have to move away from @115888 if they don't sort their shit out and stop deleting my (and others') downloader songs.,@352284 Hi there. We're sorry to hear the issue is happening again. We've sent a DM your way. Let's carry on chatting there /RK,playback_issue
980171,how many times do I have to say no to waze before you’ll stop pushing it on me?,@352404 Hey Tay! What device and Spotify version are you using? We'll see what we can suggest /BH,playback_issue
980811,Spotify app won't let me login. Info is right. It let me reset to the same password at least 4 times but no luck,"@352555 Hey Brandon, help's here! We've just replied to your DM. Check it out. We'll continue helping there /RE",account_login
980825,Hello! I was wondering if I can et help with my Student Spotify Subscription,@352558 Hey there! We've already sent you a response via DM. Let's continue chatting there 🙂 /CH,premium_billing
